"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother Year"	"Age of Mother Year Code"	Births
	"Delaware"	"10"	"2004"	"2004"	"26 years"	"26"	596
	"Delaware"	"10"	"2004"	"2004"	"27 years"	"27"	568
	"Delaware"	"10"	"2004"	"2004"	"28 years"	"28"	616
	"Delaware"	"10"	"2004"	"2004"	"29 years"	"29"	591
	"Delaware"	"10"	"2004"	"2004"	"30 years"	"30"	592
	"Delaware"	"10"	"2004"	"2004"	"31 years"	"31"	570
	"Delaware"	"10"	"2004"	"2004"	"32 years"	"32"	567
	"Delaware"	"10"	"2004"	"2004"	"33 years"	"33"	534
	"Delaware"	"10"	"2004"	"2004"	"34 years"	"34"	433
	"Delaware"	"10"	"2004"	"2004"	"35 years"	"35"	378
	"Delaware"	"10"	"2004"	"2004"	"36 years"	"36"	322
	"Delaware"	"10"	"2004"	"2004"	"37 years"	"37"	261
	"Delaware"	"10"	"2004"	"2004"	"38 years"	"38"	206
	"Delaware"	"10"	"2004"	"2004"	"39 years"	"39"	154
	"Delaware"	"10"	"2004"	"2004"	"40 years"	"40"	105
	"Delaware"	"10"	"2004"	"2004"	"41 years"	"41"	90
	"Delaware"	"10"	"2004"	"2004"	"42 years"	"42"	47
	"Delaware"	"10"	"2004"	"2004"	"43 years"	"43"	26
	"Delaware"	"10"	"2004"	"2004"	"44 years"	"44"	14
	"Delaware"	"10"	"2005"	"2005"	"Under 15 years"	"14"	17
	"Delaware"	"10"	"2005"	"2005"	"15 years"	"15"	54
	"Delaware"	"10"	"2005"	"2005"	"16 years"	"16"	104
	"Delaware"	"10"	"2005"	"2005"	"17 years"	"17"	223
	"Delaware"	"10"	"2005"	"2005"	"18 years"	"18"	338
	"Delaware"	"10"	"2005"	"2005"	"19 years"	"19"	506
	"Delaware"	"10"	"2005"	"2005"	"20 years"	"20"	517
	"Delaware"	"10"	"2005"	"2005"	"21 years"	"21"	566
	"Delaware"	"10"	"2005"	"2005"	"22 years"	"22"	607
	"Delaware"	"10"	"2005"	"2005"	"23 years"	"23"	589
	"Delaware"	"10"	"2005"	"2005"	"24 years"	"24"	657
	"Delaware"	"10"	"2005"	"2005"	"25 years"	"25"	658
	"Delaware"	"10"	"2005"	"2005"	"26 years"	"26"	584
	"Delaware"	"10"	"2005"	"2005"	"27 years"	"27"	644
	"Delaware"	"10"	"2005"	"2005"	"28 years"	"28"	579
	"Delaware"	"10"	"2005"	"2005"	"29 years"	"29"	643
	"Delaware"	"10"	"2005"	"2005"	"30 years"	"30"	595
	"Delaware"	"10"	"2005"	"2005"	"31 years"	"31"	592
	"Delaware"	"10"	"2005"	"2005"	"32 years"	"32"	550
	"Delaware"	"10"	"2005"	"2005"	"33 years"	"33"	519
	"Delaware"	"10"	"2005"	"2005"	"34 years"	"34"	484
	"Delaware"	"10"	"2005"	"2005"	"35 years"	"35"	418
	"Delaware"	"10"	"2005"	"2005"	"36 years"	"36"	305
	"Delaware"	"10"	"2005"	"2005"	"37 years"	"37"	276
	"Delaware"	"10"	"2005"	"2005"	"38 years"	"38"	188
	"Delaware"	"10"	"2005"	"2005"	"39 years"	"39"	151
	"Delaware"	"10"	"2005"	"2005"	"40 years"	"40"	110
	"Delaware"	"10"	"2005"	"2005"	"41 years"	"41"	59
	"Delaware"	"10"	"2005"	"2005"	"42 years"	"42"	57
	"Delaware"	"10"	"2005"	"2005"	"43 years"	"43"	24
	"Delaware"	"10"	"2005"	"2005"	"44 years"	"44"	10
	"Delaware"	"10"	"2005"	"2005"	"45 years"	"45"	10
	"Delaware"	"10"	"2006"	"2006"	"Under 15 years"	"14"	25
	"Delaware"	"10"	"2006"	"2006"	"15 years"	"15"	53
	"Delaware"	"10"	"2006"	"2006"	"16 years"	"16"	118
	"Delaware"	"10"	"2006"	"2006"	"17 years"	"17"	219
	"Delaware"	"10"	"2006"	"2006"	"18 years"	"18"	383
	"Delaware"	"10"	"2006"	"2006"	"19 years"	"19"	490
	"Delaware"	"10"	"2006"	"2006"	"20 years"	"20"	611
	"Delaware"	"10"	"2006"	"2006"	"21 years"	"21"	571
	"Delaware"	"10"	"2006"	"2006"	"22 years"	"22"	648
	"Delaware"	"10"	"2006"	"2006"	"23 years"	"23"	627
	"Delaware"	"10"	"2006"	"2006"	"24 years"	"24"	622
	"Delaware"	"10"	"2006"	"2006"	"25 years"	"25"	605
	"Delaware"	"10"	"2006"	"2006"	"26 years"	"26"	669
	"Delaware"	"10"	"2006"	"2006"	"27 years"	"27"	670
	"Delaware"	"10"	"2006"	"2006"	"28 years"	"28"	671
	"Delaware"	"10"	"2006"	"2006"	"29 years"	"29"	635
	"Delaware"	"10"	"2006"	"2006"	"30 years"	"30"	625
	"Delaware"	"10"	"2006"	"2006"	"31 years"	"31"	585
	"Delaware"	"10"	"2006"	"2006"	"32 years"	"32"	554
	"Delaware"	"10"	"2006"	"2006"	"33 years"	"33"	505
	"Delaware"	"10"	"2006"	"2006"	"34 years"	"34"	450
	"Delaware"	"10"	"2006"	"2006"	"35 years"	"35"	420
	"Delaware"	"10"	"2006"	"2006"	"36 years"	"36"	330
	"Delaware"	"10"	"2006"	"2006"	"37 years"	"37"	271
	"Delaware"	"10"	"2006"	"2006"	"38 years"	"38"	215
	"Delaware"	"10"	"2006"	"2006"	"39 years"	"39"	153
	"Delaware"	"10"	"2006"	"2006"	"40 years"	"40"	96
	"Delaware"	"10"	"2006"	"2006"	"41 years"	"41"	76
	"Delaware"	"10"	"2006"	"2006"	"42 years"	"42"	46
	"Delaware"	"10"	"2006"	"2006"	"43 years"	"43"	16
	"Delaware"	"10"	"2006"	"2006"	"44 years"	"44"	14
	"District of Columbia"	"11"	"2003"	"2003"	"Under 15 years"	"14"	27
	"District of Columbia"	"11"	"2003"	"2003"	"15 years"	"15"	59
	"District of Columbia"	"11"	"2003"	"2003"	"16 years"	"16"	99
	"District of Columbia"	"11"	"2003"	"2003"	"17 years"	"17"	138
	"District of Columbia"	"11"	"2003"	"2003"	"18 years"	"18"	219
	"District of Columbia"	"11"	"2003"	"2003"	"19 years"	"19"	323
	"District of Columbia"	"11"	"2003"	"2003"	"20 years"	"20"	358
	"District of Columbia"	"11"	"2003"	"2003"	"21 years"	"21"	354
	"District of Columbia"	"11"	"2003"	"2003"	"22 years"	"22"	376
	"District of Columbia"	"11"	"2003"	"2003"	"23 years"	"23"	355
	"District of Columbia"	"11"	"2003"	"2003"	"24 years"	"24"	340
	"District of Columbia"	"11"	"2003"	"2003"	"25 years"	"25"	359
	"District of Columbia"	"11"	"2003"	"2003"	"26 years"	"26"	291
	"District of Columbia"	"11"	"2003"	"2003"	"27 years"	"27"	307
	"District of Columbia"	"11"	"2003"	"2003"	"28 years"	"28"	295
	"District of Columbia"	"11"	"2003"	"2003"	"29 years"	"29"	326
	"District of Columbia"	"11"	"2003"	"2003"	"30 years"	"30"	382
	"District of Columbia"	"11"	"2003"	"2003"	"31 years"	"31"	393
	"District of Columbia"	"11"	"2003"	"2003"	"32 years"	"32"	395
	"District of Columbia"	"11"	"2003"	"2003"	"33 years"	"33"	396
	"District of Columbia"	"11"	"2003"	"2003"	"34 years"	"34"	353
	"District of Columbia"	"11"	"2003"	"2003"	"35 years"	"35"	316
	"District of Columbia"	"11"	"2003"	"2003"	"36 years"	"36"	284
	"District of Columbia"	"11"	"2003"	"2003"	"37 years"	"37"	209
	"District of Columbia"	"11"	"2003"	"2003"	"38 years"	"38"	188
	"District of Columbia"	"11"	"2003"	"2003"	"39 years"	"39"	155
	"District of Columbia"	"11"	"2003"	"2003"	"40 years"	"40"	112
	"District of Columbia"	"11"	"2003"	"2003"	"41 years"	"41"	96
	"District of Columbia"	"11"	"2003"	"2003"	"42 years"	"42"	45
	"District of Columbia"	"11"	"2003"	"2003"	"43 years"	"43"	22
	"District of Columbia"	"11"	"2003"	"2003"	"44 years"	"44"	26
	"District of Columbia"	"11"	"2004"	"2004"	"Under 15 years"	"14"	23
	"District of Columbia"	"11"	"2004"	"2004"	"15 years"	"15"	45
	"District of Columbia"	"11"	"2004"	"2004"	"16 years"	"16"	98
	"District of Columbia"	"11"	"2004"	"2004"	"17 years"	"17"	184
	"District of Columbia"	"11"	"2004"	"2004"	"18 years"	"18"	219
	"District of Columbia"	"11"	"2004"	"2004"	"19 years"	"19"	317
	"District of Columbia"	"11"	"2004"	"2004"	"20 years"	"20"	367
	"District of Columbia"	"11"	"2004"	"2004"	"21 years"	"21"	357
	"District of Columbia"	"11"	"2004"	"2004"	"22 years"	"22"	406
	"District of Columbia"	"11"	"2004"	"2004"	"23 years"	"23"	373
	"District of Columbia"	"11"	"2004"	"2004"	"24 years"	"24"	364
	"District of Columbia"	"11"	"2004"	"2004"	"25 years"	"25"	324
	"District of Columbia"	"11"	"2004"	"2004"	"26 years"	"26"	318
	"District of Columbia"	"11"	"2004"	"2004"	"27 years"	"27"	365
	"District of Columbia"	"11"	"2004"	"2004"	"28 years"	"28"	330
	"District of Columbia"	"11"	"2004"	"2004"	"29 years"	"29"	342
	"District of Columbia"	"11"	"2004"	"2004"	"30 years"	"30"	341
	"District of Columbia"	"11"	"2004"	"2004"	"31 years"	"31"	368
	"District of Columbia"	"11"	"2004"	"2004"	"32 years"	"32"	401
	"District of Columbia"	"11"	"2004"	"2004"	"33 years"	"33"	388
	"District of Columbia"	"11"	"2004"	"2004"	"34 years"	"34"	388
	"District of Columbia"	"11"	"2004"	"2004"	"35 years"	"35"	358
	"District of Columbia"	"11"	"2004"	"2004"	"36 years"	"36"	279
	"District of Columbia"	"11"	"2004"	"2004"	"37 years"	"37"	265
	"District of Columbia"	"11"	"2004"	"2004"	"38 years"	"38"	206
	"District of Columbia"	"11"	"2004"	"2004"	"39 years"	"39"	157
	"District of Columbia"	"11"	"2004"	"2004"	"40 years"	"40"	137
	"District of Columbia"	"11"	"2004"	"2004"	"41 years"	"41"	89
	"District of Columbia"	"11"	"2004"	"2004"	"42 years"	"42"	53
	"District of Columbia"	"11"	"2004"	"2004"	"43 years"	"43"	30
	"District of Columbia"	"11"	"2004"	"2004"	"44 years"	"44"	13
	"District of Columbia"	"11"	"2004"	"2004"	"45 years"	"45"	17
	"District of Columbia"	"11"	"2005"	"2005"	"Under 15 years"	"14"	22
	"District of Columbia"	"11"	"2005"	"2005"	"15 years"	"15"	52
	"District of Columbia"	"11"	"2005"	"2005"	"16 years"	"16"	108
	"District of Columbia"	"11"	"2005"	"2005"	"17 years"	"17"	167
	"District of Columbia"	"11"	"2005"	"2005"	"18 years"	"18"	230
	"District of Columbia"	"11"	"2005"	"2005"	"19 years"	"19"	295
	"District of Columbia"	"11"	"2005"	"2005"	"20 years"	"20"	344
	"District of Columbia"	"11"	"2005"	"2005"	"21 years"	"21"	356
	"District of Columbia"	"11"	"2005"	"2005"	"22 years"	"22"	378
	"District of Columbia"	"11"	"2005"	"2005"	"23 years"	"23"	363
	"District of Columbia"	"11"	"2005"	"2005"	"24 years"	"24"	386
	"District of Columbia"	"11"	"2005"	"2005"	"25 years"	"25"	350
	"District of Columbia"	"11"	"2005"	"2005"	"26 years"	"26"	350
	"District of Columbia"	"11"	"2005"	"2005"	"27 years"	"27"	338
	"District of Columbia"	"11"	"2005"	"2005"	"28 years"	"28"	349
	"District of Columbia"	"11"	"2005"	"2005"	"29 years"	"29"	370
	"District of Columbia"	"11"	"2005"	"2005"	"30 years"	"30"	344
	"District of Columbia"	"11"	"2005"	"2005"	"31 years"	"31"	334
	"District of Columbia"	"11"	"2005"	"2005"	"32 years"	"32"	385
	"District of Columbia"	"11"	"2005"	"2005"	"33 years"	"33"	403
	"District of Columbia"	"11"	"2005"	"2005"	"34 years"	"34"	394
	"District of Columbia"	"11"	"2005"	"2005"	"35 years"	"35"	373
	"District of Columbia"	"11"	"2005"	"2005"	"36 years"	"36"	300
	"District of Columbia"	"11"	"2005"	"2005"	"37 years"	"37"	243
	"District of Columbia"	"11"	"2005"	"2005"	"38 years"	"38"	218
	"District of Columbia"	"11"	"2005"	"2005"	"39 years"	"39"	153
	"District of Columbia"	"11"	"2005"	"2005"	"40 years"	"40"	121
	"District of Columbia"	"11"	"2005"	"2005"	"41 years"	"41"	102
	"District of Columbia"	"11"	"2005"	"2005"	"42 years"	"42"	73
	"District of Columbia"	"11"	"2005"	"2005"	"43 years"	"43"	30
	"District of Columbia"	"11"	"2005"	"2005"	"44 years"	"44"	23
	"District of Columbia"	"11"	"2006"	"2006"	"Under 15 years"	"14"	24
	"District of Columbia"	"11"	"2006"	"2006"	"15 years"	"15"	55
	"District of Columbia"	"11"	"2006"	"2006"	"16 years"	"16"	154
	"District of Columbia"	"11"	"2006"	"2006"	"17 years"	"17"	167
	"District of Columbia"	"11"	"2006"	"2006"	"18 years"	"18"	294
	"District of Columbia"	"11"	"2006"	"2006"	"19 years"	"19"	329
	"District of Columbia"	"11"	"2006"	"2006"	"20 years"	"20"	379
	"District of Columbia"	"11"	"2006"	"2006"	"21 years"	"21"	383
	"District of Columbia"	"11"	"2006"	"2006"	"22 years"	"22"	364
	"District of Columbia"	"11"	"2006"	"2006"	"23 years"	"23"	391
	"District of Columbia"	"11"	"2006"	"2006"	"24 years"	"24"	376
	"District of Columbia"	"11"	"2006"	"2006"	"25 years"	"25"	385
	"District of Columbia"	"11"	"2006"	"2006"	"26 years"	"26"	408
	"District of Columbia"	"11"	"2006"	"2006"	"27 years"	"27"	370
	"District of Columbia"	"11"	"2006"	"2006"	"28 years"	"28"	371
	"District of Columbia"	"11"	"2006"	"2006"	"29 years"	"29"	417
	"District of Columbia"	"11"	"2006"	"2006"	"30 years"	"30"	391
	"District of Columbia"	"11"	"2006"	"2006"	"31 years"	"31"	411
	"District of Columbia"	"11"	"2006"	"2006"	"32 years"	"32"	402
	"District of Columbia"	"11"	"2006"	"2006"	"33 years"	"33"	365
	"District of Columbia"	"11"	"2006"	"2006"	"34 years"	"34"	404
	"District of Columbia"	"11"	"2006"	"2006"	"35 years"	"35"	363
	"District of Columbia"	"11"	"2006"	"2006"	"36 years"	"36"	313
	"District of Columbia"	"11"	"2006"	"2006"	"37 years"	"37"	222
	"District of Columbia"	"11"	"2006"	"2006"	"38 years"	"38"	221
	"District of Columbia"	"11"	"2006"	"2006"	"39 years"	"39"	180
	"District of Columbia"	"11"	"2006"	"2006"	"40 years"	"40"	124
	"District of Columbia"	"11"	"2006"	"2006"	"41 years"	"41"	104
	"District of Columbia"	"11"	"2006"	"2006"	"42 years"	"42"	75
	"District of Columbia"	"11"	"2006"	"2006"	"43 years"	"43"	35
	"District of Columbia"	"11"	"2006"	"2006"	"44 years"	"44"	23
	"District of Columbia"	"11"	"2006"	"2006"	"45 years"	"45"	13
	"Florida"	"12"	"2003"	"2003"	"Under 15 years"	"14"	363
	"Florida"	"12"	"2003"	"2003"	"15 years"	"15"	947
	"Florida"	"12"	"2003"	"2003"	"16 years"	"16"	2289
	"Florida"	"12"	"2003"	"2003"	"17 years"	"17"	3990
	"Florida"	"12"	"2003"	"2003"	"18 years"	"18"	6514
	"Florida"	"12"	"2003"	"2003"	"19 years"	"19"	9030
	"Florida"	"12"	"2003"	"2003"	"20 years"	"20"	10379
	"Florida"	"12"	"2003"	"2003"	"21 years"	"21"	11001
	"Florida"	"12"	"2003"	"2003"	"22 years"	"22"	11101
	"Florida"	"12"	"2003"	"2003"	"23 years"	"23"	11211
	"Florida"	"12"	"2003"	"2003"	"24 years"	"24"	10781
	"Florida"	"12"	"2003"	"2003"	"25 years"	"25"	11243
	"Florida"	"12"	"2003"	"2003"	"26 years"	"26"	11053
	"Florida"	"12"	"2003"	"2003"	"27 years"	"27"	10763
	"Florida"	"12"	"2003"	"2003"	"28 years"	"28"	11017
	"Florida"	"12"	"2003"	"2003"	"29 years"	"29"	10750
	"Florida"	"12"	"2003"	"2003"	"30 years"	"30"	10614
	"Florida"	"12"	"2003"	"2003"	"31 years"	"31"	10776
	"Florida"	"12"	"2003"	"2003"	"32 years"	"32"	10550
	"Florida"	"12"	"2003"	"2003"	"33 years"	"33"	9266
	"Florida"	"12"	"2003"	"2003"	"34 years"	"34"	7905
	"Florida"	"12"	"2003"	"2003"	"35 years"	"35"	6808
	"Florida"	"12"	"2003"	"2003"	"36 years"	"36"	5968
	"Florida"	"12"	"2003"	"2003"	"37 years"	"37"	4911
	"Florida"	"12"	"2003"	"2003"	"38 years"	"38"	4076
	"Florida"	"12"	"2003"	"2003"	"39 years"	"39"	3105
	"Florida"	"12"	"2003"	"2003"	"40 years"	"40"	2260
	"Florida"	"12"	"2003"	"2003"	"41 years"	"41"	1454
	"Florida"	"12"	"2003"	"2003"	"42 years"	"42"	979
	"Florida"	"12"	"2003"	"2003"	"43 years"	"43"	564
	"Florida"	"12"	"2003"	"2003"	"44 years"	"44"	298
	"Florida"	"12"	"2003"	"2003"	"45 years"	"45"	127
	"Florida"	"12"	"2003"	"2003"	"46 years"	"46"	74
	"Florida"	"12"	"2003"	"2003"	"47 years"	"47"	45
	"Florida"	"12"	"2003"	"2003"	"48 years"	"48"	13
	"Florida"	"12"	"2003"	"2003"	"49 years"	"49"	11
	"Florida"	"12"	"2003"	"2003"	"50 years and over"	"50+"	14
	"Florida"	"12"	"2004"	"2004"	"Under 15 years"	"14"	405
	"Florida"	"12"	"2004"	"2004"	"15 years"	"15"	1015
	"Florida"	"12"	"2004"	"2004"	"16 years"	"16"	2316
	"Florida"	"12"	"2004"	"2004"	"17 years"	"17"	4111
	"Florida"	"12"	"2004"	"2004"	"18 years"	"18"	6656
	"Florida"	"12"	"2004"	"2004"	"19 years"	"19"	9309
	"Florida"	"12"	"2004"	"2004"	"20 years"	"20"	10550
	"Florida"	"12"	"2004"	"2004"	"21 years"	"21"	11180
	"Florida"	"12"	"2004"	"2004"	"22 years"	"22"	11673
	"Florida"	"12"	"2004"	"2004"	"23 years"	"23"	11459
	"Florida"	"12"	"2004"	"2004"	"24 years"	"24"	11548
	"Florida"	"12"	"2004"	"2004"	"25 years"	"25"	11223
	"Florida"	"12"	"2004"	"2004"	"26 years"	"26"	11463
	"Florida"	"12"	"2004"	"2004"	"27 years"	"27"	11580
	"Florida"	"12"	"2004"	"2004"	"28 years"	"28"	10911
	"Florida"	"12"	"2004"	"2004"	"29 years"	"29"	11225
	"Florida"	"12"	"2004"	"2004"	"30 years"	"30"	10864
	"Florida"	"12"	"2004"	"2004"	"31 years"	"31"	10422
	"Florida"	"12"	"2004"	"2004"	"32 years"	"32"	10125
	"Florida"	"12"	"2004"	"2004"	"33 years"	"33"	9902
	"Florida"	"12"	"2004"	"2004"	"34 years"	"34"	8368
	"Florida"	"12"	"2004"	"2004"	"35 years"	"35"	7318
	"Florida"	"12"	"2004"	"2004"	"36 years"	"36"	6045
	"Florida"	"12"	"2004"	"2004"	"37 years"	"37"	5029
	"Florida"	"12"	"2004"	"2004"	"38 years"	"38"	3965
	"Florida"	"12"	"2004"	"2004"	"39 years"	"39"	3179
	"Florida"	"12"	"2004"	"2004"	"40 years"	"40"	2424
	"Florida"	"12"	"2004"	"2004"	"41 years"	"41"	1537
	"Florida"	"12"	"2004"	"2004"	"42 years"	"42"	1027
	"Florida"	"12"	"2004"	"2004"	"43 years"	"43"	567
	"Florida"	"12"	"2004"	"2004"	"44 years"	"44"	330
	"Florida"	"12"	"2004"	"2004"	"45 years"	"45"	160
	"Florida"	"12"	"2004"	"2004"	"46 years"	"46"	73
	"Florida"	"12"	"2004"	"2004"	"47 years"	"47"	52
	"Florida"	"12"	"2004"	"2004"	"48 years"	"48"	22
	"Florida"	"12"	"2004"	"2004"	"50 years and over"	"50+"	14
	"Florida"	"12"	"2005"	"2005"	"Under 15 years"	"14"	413
	"Florida"	"12"	"2005"	"2005"	"15 years"	"15"	1037
	"Florida"	"12"	"2005"	"2005"	"16 years"	"16"	2420
	"Florida"	"12"	"2005"	"2005"	"17 years"	"17"	4126
	"Florida"	"12"	"2005"	"2005"	"18 years"	"18"	6783
	"Florida"	"12"	"2005"	"2005"	"19 years"	"19"	9764
	"Florida"	"12"	"2005"	"2005"	"20 years"	"20"	11009
	"Florida"	"12"	"2005"	"2005"	"21 years"	"21"	11487
	"Florida"	"12"	"2005"	"2005"	"22 years"	"22"	12181
	"Florida"	"12"	"2005"	"2005"	"23 years"	"23"	12163
	"Florida"	"12"	"2005"	"2005"	"24 years"	"24"	12052
	"Florida"	"12"	"2005"	"2005"	"25 years"	"25"	12404
	"Florida"	"12"	"2005"	"2005"	"26 years"	"26"	12041
	"Florida"	"12"	"2005"	"2005"	"27 years"	"27"	12117
	"Florida"	"12"	"2005"	"2005"	"28 years"	"28"	11901
	"Florida"	"12"	"2005"	"2005"	"29 years"	"29"	11368
	"Florida"	"12"	"2005"	"2005"	"30 years"	"30"	11187
	"Florida"	"12"	"2005"	"2005"	"31 years"	"31"	10463
	"Florida"	"12"	"2005"	"2005"	"32 years"	"32"	9919
	"Florida"	"12"	"2005"	"2005"	"33 years"	"33"	9592
	"Florida"	"12"	"2005"	"2005"	"34 years"	"34"	9045
	"Florida"	"12"	"2005"	"2005"	"35 years"	"35"	7777
	"Florida"	"12"	"2005"	"2005"	"36 years"	"36"	6290
	"Florida"	"12"	"2005"	"2005"	"37 years"	"37"	5130
	"Florida"	"12"	"2005"	"2005"	"38 years"	"38"	3910
	"Florida"	"12"	"2005"	"2005"	"39 years"	"39"	3210
	"Florida"	"12"	"2005"	"2005"	"40 years"	"40"	2372
	"Florida"	"12"	"2005"	"2005"	"41 years"	"41"	1682
	"Florida"	"12"	"2005"	"2005"	"42 years"	"42"	1074
	"Florida"	"12"	"2005"	"2005"	"43 years"	"43"	609
	"Florida"	"12"	"2005"	"2005"	"44 years"	"44"	334
	"Florida"	"12"	"2005"	"2005"	"45 years"	"45"	183
	"Florida"	"12"	"2005"	"2005"	"46 years"	"46"	87
	"Florida"	"12"	"2005"	"2005"	"47 years"	"47"	51
	"Florida"	"12"	"2005"	"2005"	"48 years"	"48"	27
	"Florida"	"12"	"2005"	"2005"	"49 years"	"49"	23
	"Florida"	"12"	"2006"	"2006"	"Under 15 years"	"14"	345
	"Florida"	"12"	"2006"	"2006"	"15 years"	"15"	1031
	"Florida"	"12"	"2006"	"2006"	"16 years"	"16"	2464
	"Florida"	"12"	"2006"	"2006"	"17 years"	"17"	4584
	"Florida"	"12"	"2006"	"2006"	"18 years"	"18"	7235
	"Florida"	"12"	"2006"	"2006"	"19 years"	"19"	10070
	"Florida"	"12"	"2006"	"2006"	"20 years"	"20"	11790
	"Florida"	"12"	"2006"	"2006"	"21 years"	"21"	12136
	"Florida"	"12"	"2006"	"2006"	"22 years"	"22"	12396
	"Florida"	"12"	"2006"	"2006"	"23 years"	"23"	12780
	"Florida"	"12"	"2006"	"2006"	"24 years"	"24"	13030
	"Florida"	"12"	"2006"	"2006"	"25 years"	"25"	13109
	"Florida"	"12"	"2006"	"2006"	"26 years"	"26"	12995
	"Florida"	"12"	"2006"	"2006"	"27 years"	"27"	12665
	"Florida"	"12"	"2006"	"2006"	"28 years"	"28"	12628
	"Florida"	"12"	"2006"	"2006"	"29 years"	"29"	12228
	"Florida"	"12"	"2006"	"2006"	"30 years"	"30"	11627
	"Florida"	"12"	"2006"	"2006"	"31 years"	"31"	10946
	"Florida"	"12"	"2006"	"2006"	"32 years"	"32"	10133
	"Florida"	"12"	"2006"	"2006"	"33 years"	"33"	9453
	"Florida"	"12"	"2006"	"2006"	"34 years"	"34"	8713
	"Florida"	"12"	"2006"	"2006"	"35 years"	"35"	8392
	"Florida"	"12"	"2006"	"2006"	"36 years"	"36"	6783
	"Florida"	"12"	"2006"	"2006"	"37 years"	"37"	5271
	"Florida"	"12"	"2006"	"2006"	"38 years"	"38"	4160
	"Florida"	"12"	"2006"	"2006"	"39 years"	"39"	3302
	"Florida"	"12"	"2006"	"2006"	"40 years"	"40"	2387
	"Florida"	"12"	"2006"	"2006"	"41 years"	"41"	1634
	"Florida"	"12"	"2006"	"2006"	"42 years"	"42"	1089
	"Florida"	"12"	"2006"	"2006"	"43 years"	"43"	664
	"Florida"	"12"	"2006"	"2006"	"44 years"	"44"	384
	"Florida"	"12"	"2006"	"2006"	"45 years"	"45"	172
	"Florida"	"12"	"2006"	"2006"	"46 years"	"46"	102
	"Florida"	"12"	"2006"	"2006"	"47 years"	"47"	47
	"Florida"	"12"	"2006"	"2006"	"48 years"	"48"	17
	"Florida"	"12"	"2006"	"2006"	"49 years"	"49"	11
	"Florida"	"12"	"2006"	"2006"	"50 years and over"	"50+"	29
	"Georgia"	"13"	"2003"	"2003"	"Under 15 years"	"14"	287
	"Georgia"	"13"	"2003"	"2003"	"15 years"	"15"	708
	"Georgia"	"13"	"2003"	"2003"	"16 years"	"16"	1520
	"Georgia"	"13"	"2003"	"2003"	"17 years"	"17"	2994
	"Georgia"	"13"	"2003"	"2003"	"18 years"	"18"	4576
	"Georgia"	"13"	"2003"	"2003"	"19 years"	"19"	6066
	"Georgia"	"13"	"2003"	"2003"	"20 years"	"20"	7149
	"Georgia"	"13"	"2003"	"2003"	"21 years"	"21"	7667
	"Georgia"	"13"	"2003"	"2003"	"22 years"	"22"	7733
	"Georgia"	"13"	"2003"	"2003"	"23 years"	"23"	7628
	"Georgia"	"13"	"2003"	"2003"	"24 years"	"24"	7480
	"Georgia"	"13"	"2003"	"2003"	"25 years"	"25"	7187
	"Georgia"	"13"	"2003"	"2003"	"26 years"	"26"	7301
	"Georgia"	"13"	"2003"	"2003"	"27 years"	"27"	6767
	"Georgia"	"13"	"2003"	"2003"	"28 years"	"28"	7096
	"Georgia"	"13"	"2003"	"2003"	"29 years"	"29"	6972
	"Georgia"	"13"	"2003"	"2003"	"30 years"	"30"	6794
	"Georgia"	"13"	"2003"	"2003"	"31 years"	"31"	6755
	"Georgia"	"13"	"2003"	"2003"	"32 years"	"32"	6587
	"Georgia"	"13"	"2003"	"2003"	"33 years"	"33"	5693
	"Georgia"	"13"	"2003"	"2003"	"34 years"	"34"	4847
	"Georgia"	"13"	"2003"	"2003"	"35 years"	"35"	3820
	"Georgia"	"13"	"2003"	"2003"	"36 years"	"36"	3280
	"Georgia"	"13"	"2003"	"2003"	"37 years"	"37"	2556
	"Georgia"	"13"	"2003"	"2003"	"38 years"	"38"	2074
	"Georgia"	"13"	"2003"	"2003"	"39 years"	"39"	1553
	"Georgia"	"13"	"2003"	"2003"	"40 years"	"40"	1087
	"Georgia"	"13"	"2003"	"2003"	"41 years"	"41"	791
	"Georgia"	"13"	"2003"	"2003"	"42 years"	"42"	492
	"Georgia"	"13"	"2003"	"2003"	"43 years"	"43"	266
	"Georgia"	"13"	"2003"	"2003"	"44 years"	"44"	123
	"Georgia"	"13"	"2003"	"2003"	"45 years"	"45"	85
	"Georgia"	"13"	"2003"	"2003"	"46 years"	"46"	26
	"Georgia"	"13"	"2004"	"2004"	"Under 15 years"	"14"	317
	"Georgia"	"13"	"2004"	"2004"	"15 years"	"15"	771
	"Georgia"	"13"	"2004"	"2004"	"16 years"	"16"	1620
	"Georgia"	"13"	"2004"	"2004"	"17 years"	"17"	3026
	"Georgia"	"13"	"2004"	"2004"	"18 years"	"18"	4531
	"Georgia"	"13"	"2004"	"2004"	"19 years"	"19"	6243
	"Georgia"	"13"	"2004"	"2004"	"20 years"	"20"	7061
	"Georgia"	"13"	"2004"	"2004"	"21 years"	"21"	7604
	"Georgia"	"13"	"2004"	"2004"	"22 years"	"22"	7939
	"Georgia"	"13"	"2004"	"2004"	"23 years"	"23"	7810
	"Georgia"	"13"	"2004"	"2004"	"24 years"	"24"	8006
	"Georgia"	"13"	"2004"	"2004"	"25 years"	"25"	7671
	"Georgia"	"13"	"2004"	"2004"	"26 years"	"26"	7351
	"Georgia"	"13"	"2004"	"2004"	"27 years"	"27"	7284
