"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age of Mother Year"	"Age of Mother Year Code"	Births
	"New Hampshire"	"33"	"2006"	"2006"	"27 years"	"27"	758
	"New Hampshire"	"33"	"2006"	"2006"	"28 years"	"28"	833
	"New Hampshire"	"33"	"2006"	"2006"	"29 years"	"29"	884
	"New Hampshire"	"33"	"2006"	"2006"	"30 years"	"30"	838
	"New Hampshire"	"33"	"2006"	"2006"	"31 years"	"31"	911
	"New Hampshire"	"33"	"2006"	"2006"	"32 years"	"32"	764
	"New Hampshire"	"33"	"2006"	"2006"	"33 years"	"33"	781
	"New Hampshire"	"33"	"2006"	"2006"	"34 years"	"34"	666
	"New Hampshire"	"33"	"2006"	"2006"	"35 years"	"35"	687
	"New Hampshire"	"33"	"2006"	"2006"	"36 years"	"36"	547
	"New Hampshire"	"33"	"2006"	"2006"	"37 years"	"37"	418
	"New Hampshire"	"33"	"2006"	"2006"	"38 years"	"38"	287
	"New Hampshire"	"33"	"2006"	"2006"	"39 years"	"39"	251
	"New Hampshire"	"33"	"2006"	"2006"	"40 years"	"40"	184
	"New Hampshire"	"33"	"2006"	"2006"	"41 years"	"41"	124
	"New Hampshire"	"33"	"2006"	"2006"	"42 years"	"42"	86
	"New Hampshire"	"33"	"2006"	"2006"	"43 years"	"43"	39
	"New Hampshire"	"33"	"2006"	"2006"	"44 years"	"44"	16
	"New Hampshire"	"33"	"2006"	"2006"	"45 years"	"45"	12
	"New Hampshire"	"33"	"2006"	"2006"	"46 years"	"46"	10
	"New Jersey"	"34"	"2003"	"2003"	"Under 15 years"	"14"	91
	"New Jersey"	"34"	"2003"	"2003"	"15 years"	"15"	332
	"New Jersey"	"34"	"2003"	"2003"	"16 years"	"16"	739
	"New Jersey"	"34"	"2003"	"2003"	"17 years"	"17"	1295
	"New Jersey"	"34"	"2003"	"2003"	"18 years"	"18"	1975
	"New Jersey"	"34"	"2003"	"2003"	"19 years"	"19"	2800
	"New Jersey"	"34"	"2003"	"2003"	"20 years"	"20"	3267
	"New Jersey"	"34"	"2003"	"2003"	"21 years"	"21"	3607
	"New Jersey"	"34"	"2003"	"2003"	"22 years"	"22"	3934
	"New Jersey"	"34"	"2003"	"2003"	"23 years"	"23"	4175
	"New Jersey"	"34"	"2003"	"2003"	"24 years"	"24"	4389
	"New Jersey"	"34"	"2003"	"2003"	"25 years"	"25"	4777
	"New Jersey"	"34"	"2003"	"2003"	"26 years"	"26"	5206
	"New Jersey"	"34"	"2003"	"2003"	"27 years"	"27"	5614
	"New Jersey"	"34"	"2003"	"2003"	"28 years"	"28"	6165
	"New Jersey"	"34"	"2003"	"2003"	"29 years"	"29"	6639
	"New Jersey"	"34"	"2003"	"2003"	"30 years"	"30"	7258
	"New Jersey"	"34"	"2003"	"2003"	"31 years"	"31"	7515
	"New Jersey"	"34"	"2003"	"2003"	"32 years"	"32"	7788
	"New Jersey"	"34"	"2003"	"2003"	"33 years"	"33"	7567
	"New Jersey"	"34"	"2003"	"2003"	"34 years"	"34"	6689
	"New Jersey"	"34"	"2003"	"2003"	"35 years"	"35"	5696
	"New Jersey"	"34"	"2003"	"2003"	"36 years"	"36"	4999
	"New Jersey"	"34"	"2003"	"2003"	"37 years"	"37"	4081
	"New Jersey"	"34"	"2003"	"2003"	"38 years"	"38"	3254
	"New Jersey"	"34"	"2003"	"2003"	"39 years"	"39"	2473
	"New Jersey"	"34"	"2003"	"2003"	"40 years"	"40"	1797
	"New Jersey"	"34"	"2003"	"2003"	"41 years"	"41"	1172
	"New Jersey"	"34"	"2003"	"2003"	"42 years"	"42"	783
	"New Jersey"	"34"	"2003"	"2003"	"43 years"	"43"	391
	"New Jersey"	"34"	"2003"	"2003"	"44 years"	"44"	232
	"New Jersey"	"34"	"2003"	"2003"	"45 years"	"45"	131
	"New Jersey"	"34"	"2003"	"2003"	"46 years"	"46"	84
	"New Jersey"	"34"	"2003"	"2003"	"47 years"	"47"	37
	"New Jersey"	"34"	"2003"	"2003"	"48 years"	"48"	22
	"New Jersey"	"34"	"2004"	"2004"	"Under 15 years"	"14"	94
	"New Jersey"	"34"	"2004"	"2004"	"15 years"	"15"	336
	"New Jersey"	"34"	"2004"	"2004"	"16 years"	"16"	705
	"New Jersey"	"34"	"2004"	"2004"	"17 years"	"17"	1177
	"New Jersey"	"34"	"2004"	"2004"	"18 years"	"18"	1970
	"New Jersey"	"34"	"2004"	"2004"	"19 years"	"19"	2739
	"New Jersey"	"34"	"2004"	"2004"	"20 years"	"20"	3132
	"New Jersey"	"34"	"2004"	"2004"	"21 years"	"21"	3555
	"New Jersey"	"34"	"2004"	"2004"	"22 years"	"22"	3789
	"New Jersey"	"34"	"2004"	"2004"	"23 years"	"23"	4061
	"New Jersey"	"34"	"2004"	"2004"	"24 years"	"24"	4416
	"New Jersey"	"34"	"2004"	"2004"	"25 years"	"25"	4781
	"New Jersey"	"34"	"2004"	"2004"	"26 years"	"26"	5151
	"New Jersey"	"34"	"2004"	"2004"	"27 years"	"27"	5526
	"New Jersey"	"34"	"2004"	"2004"	"28 years"	"28"	6191
	"New Jersey"	"34"	"2004"	"2004"	"29 years"	"29"	6686
	"New Jersey"	"34"	"2004"	"2004"	"30 years"	"30"	6965
	"New Jersey"	"34"	"2004"	"2004"	"31 years"	"31"	7192
	"New Jersey"	"34"	"2004"	"2004"	"32 years"	"32"	7244
	"New Jersey"	"34"	"2004"	"2004"	"33 years"	"33"	7253
	"New Jersey"	"34"	"2004"	"2004"	"34 years"	"34"	6899
	"New Jersey"	"34"	"2004"	"2004"	"35 years"	"35"	5822
	"New Jersey"	"34"	"2004"	"2004"	"36 years"	"36"	4925
	"New Jersey"	"34"	"2004"	"2004"	"37 years"	"37"	4050
	"New Jersey"	"34"	"2004"	"2004"	"38 years"	"38"	3258
	"New Jersey"	"34"	"2004"	"2004"	"39 years"	"39"	2589
	"New Jersey"	"34"	"2004"	"2004"	"40 years"	"40"	1795
	"New Jersey"	"34"	"2004"	"2004"	"41 years"	"41"	1195
	"New Jersey"	"34"	"2004"	"2004"	"42 years"	"42"	757
	"New Jersey"	"34"	"2004"	"2004"	"43 years"	"43"	465
	"New Jersey"	"34"	"2004"	"2004"	"44 years"	"44"	232
	"New Jersey"	"34"	"2004"	"2004"	"45 years"	"45"	123
	"New Jersey"	"34"	"2004"	"2004"	"46 years"	"46"	79
	"New Jersey"	"34"	"2004"	"2004"	"47 years"	"47"	45
	"New Jersey"	"34"	"2004"	"2004"	"48 years"	"48"	26
	"New Jersey"	"34"	"2004"	"2004"	"50 years and over"	"50+"	22
	"New Jersey"	"34"	"2005"	"2005"	"Under 15 years"	"14"	91
	"New Jersey"	"34"	"2005"	"2005"	"15 years"	"15"	307
	"New Jersey"	"34"	"2005"	"2005"	"16 years"	"16"	667
	"New Jersey"	"34"	"2005"	"2005"	"17 years"	"17"	1221
	"New Jersey"	"34"	"2005"	"2005"	"18 years"	"18"	1891
	"New Jersey"	"34"	"2005"	"2005"	"19 years"	"19"	2788
	"New Jersey"	"34"	"2005"	"2005"	"20 years"	"20"	3185
	"New Jersey"	"34"	"2005"	"2005"	"21 years"	"21"	3483
	"New Jersey"	"34"	"2005"	"2005"	"22 years"	"22"	3749
	"New Jersey"	"34"	"2005"	"2005"	"23 years"	"23"	4113
	"New Jersey"	"34"	"2005"	"2005"	"24 years"	"24"	4425
	"New Jersey"	"34"	"2005"	"2005"	"25 years"	"25"	4821
	"New Jersey"	"34"	"2005"	"2005"	"26 years"	"26"	5257
	"New Jersey"	"34"	"2005"	"2005"	"27 years"	"27"	5723
	"New Jersey"	"34"	"2005"	"2005"	"28 years"	"28"	6173
	"New Jersey"	"34"	"2005"	"2005"	"29 years"	"29"	6621
	"New Jersey"	"34"	"2005"	"2005"	"30 years"	"30"	7050
	"New Jersey"	"34"	"2005"	"2005"	"31 years"	"31"	7041
	"New Jersey"	"34"	"2005"	"2005"	"32 years"	"32"	6969
	"New Jersey"	"34"	"2005"	"2005"	"33 years"	"33"	6634
	"New Jersey"	"34"	"2005"	"2005"	"34 years"	"34"	6706
	"New Jersey"	"34"	"2005"	"2005"	"35 years"	"35"	5945
	"New Jersey"	"34"	"2005"	"2005"	"36 years"	"36"	4828
	"New Jersey"	"34"	"2005"	"2005"	"37 years"	"37"	3890
	"New Jersey"	"34"	"2005"	"2005"	"38 years"	"38"	3094
	"New Jersey"	"34"	"2005"	"2005"	"39 years"	"39"	2368
	"New Jersey"	"34"	"2005"	"2005"	"40 years"	"40"	1805
	"New Jersey"	"34"	"2005"	"2005"	"41 years"	"41"	1231
	"New Jersey"	"34"	"2005"	"2005"	"42 years"	"42"	779
	"New Jersey"	"34"	"2005"	"2005"	"43 years"	"43"	437
	"New Jersey"	"34"	"2005"	"2005"	"44 years"	"44"	216
	"New Jersey"	"34"	"2005"	"2005"	"45 years"	"45"	122
	"New Jersey"	"34"	"2005"	"2005"	"46 years"	"46"	75
	"New Jersey"	"34"	"2005"	"2005"	"47 years"	"47"	36
	"New Jersey"	"34"	"2005"	"2005"	"48 years"	"48"	12
	"New Jersey"	"34"	"2005"	"2005"	"49 years"	"49"	11
	"New Jersey"	"34"	"2005"	"2005"	"50 years and over"	"50+"	12
	"New Jersey"	"34"	"2006"	"2006"	"Under 15 years"	"14"	102
	"New Jersey"	"34"	"2006"	"2006"	"15 years"	"15"	262
	"New Jersey"	"34"	"2006"	"2006"	"16 years"	"16"	653
	"New Jersey"	"34"	"2006"	"2006"	"17 years"	"17"	1286
	"New Jersey"	"34"	"2006"	"2006"	"18 years"	"18"	2066
	"New Jersey"	"34"	"2006"	"2006"	"19 years"	"19"	2892
	"New Jersey"	"34"	"2006"	"2006"	"20 years"	"20"	3355
	"New Jersey"	"34"	"2006"	"2006"	"21 years"	"21"	3600
	"New Jersey"	"34"	"2006"	"2006"	"22 years"	"22"	4071
	"New Jersey"	"34"	"2006"	"2006"	"23 years"	"23"	4102
	"New Jersey"	"34"	"2006"	"2006"	"24 years"	"24"	4583
	"New Jersey"	"34"	"2006"	"2006"	"25 years"	"25"	4905
	"New Jersey"	"34"	"2006"	"2006"	"26 years"	"26"	5305
	"New Jersey"	"34"	"2006"	"2006"	"27 years"	"27"	5831
	"New Jersey"	"34"	"2006"	"2006"	"28 years"	"28"	6173
	"New Jersey"	"34"	"2006"	"2006"	"29 years"	"29"	6797
	"New Jersey"	"34"	"2006"	"2006"	"30 years"	"30"	6921
	"New Jersey"	"34"	"2006"	"2006"	"31 years"	"31"	7155
	"New Jersey"	"34"	"2006"	"2006"	"32 years"	"32"	6932
	"New Jersey"	"34"	"2006"	"2006"	"33 years"	"33"	6515
	"New Jersey"	"34"	"2006"	"2006"	"34 years"	"34"	6218
	"New Jersey"	"34"	"2006"	"2006"	"35 years"	"35"	5871
	"New Jersey"	"34"	"2006"	"2006"	"36 years"	"36"	5082
	"New Jersey"	"34"	"2006"	"2006"	"37 years"	"37"	3964
	"New Jersey"	"34"	"2006"	"2006"	"38 years"	"38"	3234
	"New Jersey"	"34"	"2006"	"2006"	"39 years"	"39"	2427
	"New Jersey"	"34"	"2006"	"2006"	"40 years"	"40"	1742
	"New Jersey"	"34"	"2006"	"2006"	"41 years"	"41"	1213
	"New Jersey"	"34"	"2006"	"2006"	"42 years"	"42"	766
	"New Jersey"	"34"	"2006"	"2006"	"43 years"	"43"	436
	"New Jersey"	"34"	"2006"	"2006"	"44 years"	"44"	257
	"New Jersey"	"34"	"2006"	"2006"	"45 years"	"45"	145
	"New Jersey"	"34"	"2006"	"2006"	"46 years"	"46"	60
	"New Jersey"	"34"	"2006"	"2006"	"47 years"	"47"	35
	"New Jersey"	"34"	"2006"	"2006"	"48 years"	"48"	22
	"New Jersey"	"34"	"2006"	"2006"	"49 years"	"49"	11
	"New Jersey"	"34"	"2006"	"2006"	"50 years and over"	"50+"	31
	"New Mexico"	"35"	"2003"	"2003"	"Under 15 years"	"14"	74
	"New Mexico"	"35"	"2003"	"2003"	"15 years"	"15"	252
	"New Mexico"	"35"	"2003"	"2003"	"16 years"	"16"	500
	"New Mexico"	"35"	"2003"	"2003"	"17 years"	"17"	867
	"New Mexico"	"35"	"2003"	"2003"	"18 years"	"18"	1239
	"New Mexico"	"35"	"2003"	"2003"	"19 years"	"19"	1666
	"New Mexico"	"35"	"2003"	"2003"	"20 years"	"20"	1822
	"New Mexico"	"35"	"2003"	"2003"	"21 years"	"21"	1728
	"New Mexico"	"35"	"2003"	"2003"	"22 years"	"22"	1841
	"New Mexico"	"35"	"2003"	"2003"	"23 years"	"23"	1730
	"New Mexico"	"35"	"2003"	"2003"	"24 years"	"24"	1686
	"New Mexico"	"35"	"2003"	"2003"	"25 years"	"25"	1547
	"New Mexico"	"35"	"2003"	"2003"	"26 years"	"26"	1389
	"New Mexico"	"35"	"2003"	"2003"	"27 years"	"27"	1400
	"New Mexico"	"35"	"2003"	"2003"	"28 years"	"28"	1344
	"New Mexico"	"35"	"2003"	"2003"	"29 years"	"29"	1215
	"New Mexico"	"35"	"2003"	"2003"	"30 years"	"30"	1128
	"New Mexico"	"35"	"2003"	"2003"	"31 years"	"31"	1073
	"New Mexico"	"35"	"2003"	"2003"	"32 years"	"32"	945
	"New Mexico"	"35"	"2003"	"2003"	"33 years"	"33"	831
	"New Mexico"	"35"	"2003"	"2003"	"34 years"	"34"	756
	"New Mexico"	"35"	"2003"	"2003"	"35 years"	"35"	643
	"New Mexico"	"35"	"2003"	"2003"	"36 years"	"36"	493
	"New Mexico"	"35"	"2003"	"2003"	"37 years"	"37"	424
	"New Mexico"	"35"	"2003"	"2003"	"38 years"	"38"	361
	"New Mexico"	"35"	"2003"	"2003"	"39 years"	"39"	281
	"New Mexico"	"35"	"2003"	"2003"	"40 years"	"40"	215
	"New Mexico"	"35"	"2003"	"2003"	"41 years"	"41"	146
	"New Mexico"	"35"	"2003"	"2003"	"42 years"	"42"	97
	"New Mexico"	"35"	"2003"	"2003"	"43 years"	"43"	61
	"New Mexico"	"35"	"2003"	"2003"	"44 years"	"44"	33
	"New Mexico"	"35"	"2003"	"2003"	"45 years"	"45"	16
	"New Mexico"	"35"	"2004"	"2004"	"Under 15 years"	"14"	62
	"New Mexico"	"35"	"2004"	"2004"	"15 years"	"15"	219
	"New Mexico"	"35"	"2004"	"2004"	"16 years"	"16"	513
	"New Mexico"	"35"	"2004"	"2004"	"17 years"	"17"	911
	"New Mexico"	"35"	"2004"	"2004"	"18 years"	"18"	1219
	"New Mexico"	"35"	"2004"	"2004"	"19 years"	"19"	1539
	"New Mexico"	"35"	"2004"	"2004"	"20 years"	"20"	1786
	"New Mexico"	"35"	"2004"	"2004"	"21 years"	"21"	1810
	"New Mexico"	"35"	"2004"	"2004"	"22 years"	"22"	1856
	"New Mexico"	"35"	"2004"	"2004"	"23 years"	"23"	1801
	"New Mexico"	"35"	"2004"	"2004"	"24 years"	"24"	1756
	"New Mexico"	"35"	"2004"	"2004"	"25 years"	"25"	1636
	"New Mexico"	"35"	"2004"	"2004"	"26 years"	"26"	1555
	"New Mexico"	"35"	"2004"	"2004"	"27 years"	"27"	1336
	"New Mexico"	"35"	"2004"	"2004"	"28 years"	"28"	1378
	"New Mexico"	"35"	"2004"	"2004"	"29 years"	"29"	1196
	"New Mexico"	"35"	"2004"	"2004"	"30 years"	"30"	1150
	"New Mexico"	"35"	"2004"	"2004"	"31 years"	"31"	994
	"New Mexico"	"35"	"2004"	"2004"	"32 years"	"32"	1042
	"New Mexico"	"35"	"2004"	"2004"	"33 years"	"33"	879
	"New Mexico"	"35"	"2004"	"2004"	"34 years"	"34"	821
	"New Mexico"	"35"	"2004"	"2004"	"35 years"	"35"	709
	"New Mexico"	"35"	"2004"	"2004"	"36 years"	"36"	558
	"New Mexico"	"35"	"2004"	"2004"	"37 years"	"37"	429
	"New Mexico"	"35"	"2004"	"2004"	"38 years"	"38"	361
	"New Mexico"	"35"	"2004"	"2004"	"39 years"	"39"	261
	"New Mexico"	"35"	"2004"	"2004"	"40 years"	"40"	218
	"New Mexico"	"35"	"2004"	"2004"	"41 years"	"41"	155
	"New Mexico"	"35"	"2004"	"2004"	"42 years"	"42"	116
	"New Mexico"	"35"	"2004"	"2004"	"43 years"	"43"	67
	"New Mexico"	"35"	"2004"	"2004"	"44 years"	"44"	20
	"New Mexico"	"35"	"2004"	"2004"	"45 years"	"45"	17
	"New Mexico"	"35"	"2005"	"2005"	"Under 15 years"	"14"	88
	"New Mexico"	"35"	"2005"	"2005"	"15 years"	"15"	225
	"New Mexico"	"35"	"2005"	"2005"	"16 years"	"16"	525
	"New Mexico"	"35"	"2005"	"2005"	"17 years"	"17"	869
	"New Mexico"	"35"	"2005"	"2005"	"18 years"	"18"	1177
	"New Mexico"	"35"	"2005"	"2005"	"19 years"	"19"	1675
	"New Mexico"	"35"	"2005"	"2005"	"20 years"	"20"	1737
	"New Mexico"	"35"	"2005"	"2005"	"21 years"	"21"	1746
	"New Mexico"	"35"	"2005"	"2005"	"22 years"	"22"	1859
	"New Mexico"	"35"	"2005"	"2005"	"23 years"	"23"	1855
	"New Mexico"	"35"	"2005"	"2005"	"24 years"	"24"	1771
	"New Mexico"	"35"	"2005"	"2005"	"25 years"	"25"	1745
	"New Mexico"	"35"	"2005"	"2005"	"26 years"	"26"	1560
	"New Mexico"	"35"	"2005"	"2005"	"27 years"	"27"	1476
	"New Mexico"	"35"	"2005"	"2005"	"28 years"	"28"	1418
	"New Mexico"	"35"	"2005"	"2005"	"29 years"	"29"	1265
	"New Mexico"	"35"	"2005"	"2005"	"30 years"	"30"	1136
	"New Mexico"	"35"	"2005"	"2005"	"31 years"	"31"	1048
	"New Mexico"	"35"	"2005"	"2005"	"32 years"	"32"	948
	"New Mexico"	"35"	"2005"	"2005"	"33 years"	"33"	847
	"New Mexico"	"35"	"2005"	"2005"	"34 years"	"34"	826
	"New Mexico"	"35"	"2005"	"2005"	"35 years"	"35"	712
	"New Mexico"	"35"	"2005"	"2005"	"36 years"	"36"	565
	"New Mexico"	"35"	"2005"	"2005"	"37 years"	"37"	438
	"New Mexico"	"35"	"2005"	"2005"	"38 years"	"38"	376
	"New Mexico"	"35"	"2005"	"2005"	"39 years"	"39"	290
	"New Mexico"	"35"	"2005"	"2005"	"40 years"	"40"	230
	"New Mexico"	"35"	"2005"	"2005"	"41 years"	"41"	174
	"New Mexico"	"35"	"2005"	"2005"	"42 years"	"42"	102
	"New Mexico"	"35"	"2005"	"2005"	"43 years"	"43"	68
	"New Mexico"	"35"	"2005"	"2005"	"44 years"	"44"	38
	"New Mexico"	"35"	"2005"	"2005"	"45 years"	"45"	22
	"New Mexico"	"35"	"2005"	"2005"	"46 years"	"46"	15
	"New Mexico"	"35"	"2006"	"2006"	"Under 15 years"	"14"	61
	"New Mexico"	"35"	"2006"	"2006"	"15 years"	"15"	212
	"New Mexico"	"35"	"2006"	"2006"	"16 years"	"16"	509
	"New Mexico"	"35"	"2006"	"2006"	"17 years"	"17"	871
	"New Mexico"	"35"	"2006"	"2006"	"18 years"	"18"	1223
	"New Mexico"	"35"	"2006"	"2006"	"19 years"	"19"	1813
	"New Mexico"	"35"	"2006"	"2006"	"20 years"	"20"	1816
	"New Mexico"	"35"	"2006"	"2006"	"21 years"	"21"	1870
	"New Mexico"	"35"	"2006"	"2006"	"22 years"	"22"	1914
	"New Mexico"	"35"	"2006"	"2006"	"23 years"	"23"	1903
	"New Mexico"	"35"	"2006"	"2006"	"24 years"	"24"	1777
	"New Mexico"	"35"	"2006"	"2006"	"25 years"	"25"	1793
	"New Mexico"	"35"	"2006"	"2006"	"26 years"	"26"	1705
	"New Mexico"	"35"	"2006"	"2006"	"27 years"	"27"	1543
	"New Mexico"	"35"	"2006"	"2006"	"28 years"	"28"	1495
	"New Mexico"	"35"	"2006"	"2006"	"29 years"	"29"	1318
	"New Mexico"	"35"	"2006"	"2006"	"30 years"	"30"	1255
	"New Mexico"	"35"	"2006"	"2006"	"31 years"	"31"	1104
	"New Mexico"	"35"	"2006"	"2006"	"32 years"	"32"	1003
	"New Mexico"	"35"	"2006"	"2006"	"33 years"	"33"	866
	"New Mexico"	"35"	"2006"	"2006"	"34 years"	"34"	767
	"New Mexico"	"35"	"2006"	"2006"	"35 years"	"35"	711
	"New Mexico"	"35"	"2006"	"2006"	"36 years"	"36"	607
	"New Mexico"	"35"	"2006"	"2006"	"37 years"	"37"	479
	"New Mexico"	"35"	"2006"	"2006"	"38 years"	"38"	404
	"New Mexico"	"35"	"2006"	"2006"	"39 years"	"39"	296
	"New Mexico"	"35"	"2006"	"2006"	"40 years"	"40"	221
	"New Mexico"	"35"	"2006"	"2006"	"41 years"	"41"	159
	"New Mexico"	"35"	"2006"	"2006"	"42 years"	"42"	109
	"New Mexico"	"35"	"2006"	"2006"	"43 years"	"43"	54
	"New Mexico"	"35"	"2006"	"2006"	"44 years"	"44"	30
	"New Mexico"	"35"	"2006"	"2006"	"45 years"	"45"	17
	"New Mexico"	"35"	"2006"	"2006"	"46 years"	"46"	18
	"New York"	"36"	"2003"	"2003"	"Under 15 years"	"14"	236
	"New York"	"36"	"2003"	"2003"	"15 years"	"15"	734
	"New York"	"36"	"2003"	"2003"	"16 years"	"16"	1699
	"New York"	"36"	"2003"	"2003"	"17 years"	"17"	3140
	"New York"	"36"	"2003"	"2003"	"18 years"	"18"	4955
	"New York"	"36"	"2003"	"2003"	"19 years"	"19"	7096
	"New York"	"36"	"2003"	"2003"	"20 years"	"20"	8773
	"New York"	"36"	"2003"	"2003"	"21 years"	"21"	9817
	"New York"	"36"	"2003"	"2003"	"22 years"	"22"	10433
	"New York"	"36"	"2003"	"2003"	"23 years"	"23"	10719
	"New York"	"36"	"2003"	"2003"	"24 years"	"24"	11189
	"New York"	"36"	"2003"	"2003"	"25 years"	"25"	11630
	"New York"	"36"	"2003"	"2003"	"26 years"	"26"	12630
	"New York"	"36"	"2003"	"2003"	"27 years"	"27"	12642
	"New York"	"36"	"2003"	"2003"	"28 years"	"28"	13293
	"New York"	"36"	"2003"	"2003"	"29 years"	"29"	13868
	"New York"	"36"	"2003"	"2003"	"30 years"	"30"	14234
	"New York"	"36"	"2003"	"2003"	"31 years"	"31"	14629
	"New York"	"36"	"2003"	"2003"	"32 years"	"32"	14968
	"New York"	"36"	"2003"	"2003"	"33 years"	"33"	14037
	"New York"	"36"	"2003"	"2003"	"34 years"	"34"	12659
	"New York"	"36"	"2003"	"2003"	"35 years"	"35"	11089
	"New York"	"36"	"2003"	"2003"	"36 years"	"36"	9509
	"New York"	"36"	"2003"	"2003"	"37 years"	"37"	7963
	"New York"	"36"	"2003"	"2003"	"38 years"	"38"	6435
	"New York"	"36"	"2003"	"2003"	"39 years"	"39"	5090
	"New York"	"36"	"2003"	"2003"	"40 years"	"40"	3812
	"New York"	"36"	"2003"	"2003"	"41 years"	"41"	2556
	"New York"	"36"	"2003"	"2003"	"42 years"	"42"	1640
	"New York"	"36"	"2003"	"2003"	"43 years"	"43"	1013
	"New York"	"36"	"2003"	"2003"	"44 years"	"44"	549
	"New York"	"36"	"2003"	"2003"	"45 years"	"45"	309
	"New York"	"36"	"2003"	"2003"	"46 years"	"46"	156
	"New York"	"36"	"2003"	"2003"	"47 years"	"47"	85
	"New York"	"36"	"2003"	"2003"	"48 years"	"48"	52
	"New York"	"36"	"2003"	"2003"	"49 years"	"49"	30
	"New York"	"36"	"2003"	"2003"	"50 years and over"	"50+"	45
	"New York"	"36"	"2004"	"2004"	"Under 15 years"	"14"	272
	"New York"	"36"	"2004"	"2004"	"15 years"	"15"	705
	"New York"	"36"	"2004"	"2004"	"16 years"	"16"	1713
	"New York"	"36"	"2004"	"2004"	"17 years"	"17"	3012
	"New York"	"36"	"2004"	"2004"	"18 years"	"18"	4714
	"New York"	"36"	"2004"	"2004"	"19 years"	"19"	6907
	"New York"	"36"	"2004"	"2004"	"20 years"	"20"	8396
	"New York"	"36"	"2004"	"2004"	"21 years"	"21"	9224
	"New York"	"36"	"2004"	"2004"	"22 years"	"22"	10279
	"New York"	"36"	"2004"	"2004"	"23 years"	"23"	10673
	"New York"	"36"	"2004"	"2004"	"24 years"	"24"	11169
	"New York"	"36"	"2004"	"2004"	"25 years"	"25"	11599
	"New York"	"36"	"2004"	"2004"	"26 years"	"26"	12158
	"New York"	"36"	"2004"	"2004"	"27 years"	"27"	12896
	"New York"	"36"	"2004"	"2004"	"28 years"	"28"	13314
	"New York"	"36"	"2004"	"2004"	"29 years"	"29"	13918
	"New York"	"36"	"2004"	"2004"	"30 years"	"30"	13790
	"New York"	"36"	"2004"	"2004"	"31 years"	"31"	14070
	"New York"	"36"	"2004"	"2004"	"32 years"	"32"	13939
	"New York"	"36"	"2004"	"2004"	"33 years"	"33"	13957
	"New York"	"36"	"2004"	"2004"	"34 years"	"34"	13110
	"New York"	"36"	"2004"	"2004"	"35 years"	"35"	11182
	"New York"	"36"	"2004"	"2004"	"36 years"	"36"	9290
	"New York"	"36"	"2004"	"2004"	"37 years"	"37"	7842
	"New York"	"36"	"2004"	"2004"	"38 years"	"38"	6372
	"New York"	"36"	"2004"	"2004"	"39 years"	"39"	5147
	"New York"	"36"	"2004"	"2004"	"40 years"	"40"	3836
	"New York"	"36"	"2004"	"2004"	"41 years"	"41"	2666
	"New York"	"36"	"2004"	"2004"	"42 years"	"42"	1623
	"New York"	"36"	"2004"	"2004"	"43 years"	"43"	946
	"New York"	"36"	"2004"	"2004"	"44 years"	"44"	581
	"New York"	"36"	"2004"	"2004"	"45 years"	"45"	296
	"New York"	"36"	"2004"	"2004"	"46 years"	"46"	141
	"New York"	"36"	"2004"	"2004"	"47 years"	"47"	89
	"New York"	"36"	"2004"	"2004"	"48 years"	"48"	48
	"New York"	"36"	"2004"	"2004"	"49 years"	"49"	27
	"New York"	"36"	"2004"	"2004"	"50 years and over"	"50+"	46
	"New York"	"36"	"2005"	"2005"	"Under 15 years"	"14"	261
	"New York"	"36"	"2005"	"2005"	"15 years"	"15"	662
	"New York"	"36"	"2005"	"2005"	"16 years"	"16"	1577
	"New York"	"36"	"2005"	"2005"	"17 years"	"17"	3106
	"New York"	"36"	"2005"	"2005"	"18 years"	"18"	4842
	"New York"	"36"	"2005"	"2005"	"19 years"	"19"	6881
	"New York"	"36"	"2005"	"2005"	"20 years"	"20"	8360
	"New York"	"36"	"2005"	"2005"	"21 years"	"21"	9178
	"New York"	"36"	"2005"	"2005"	"22 years"	"22"	10256
	"New York"	"36"	"2005"	"2005"	"23 years"	"23"	10682
	"New York"	"36"	"2005"	"2005"	"24 years"	"24"	11096
	"New York"	"36"	"2005"	"2005"	"25 years"	"25"	11854
	"New York"	"36"	"2005"	"2005"	"26 years"	"26"	12136
	"New York"	"36"	"2005"	"2005"	"27 years"	"27"	12721
	"New York"	"36"	"2005"	"2005"	"28 years"	"28"	13557
	"New York"	"36"	"2005"	"2005"	"29 years"	"29"	13565
	"New York"	"36"	"2005"	"2005"	"30 years"	"30"	13766
	"New York"	"36"	"2005"	"2005"	"31 years"	"31"	13606
	"New York"	"36"	"2005"	"2005"	"32 years"	"32"	13050
	"New York"	"36"	"2005"	"2005"	"33 years"	"33"	12867
	"New York"	"36"	"2005"	"2005"	"34 years"	"34"	12551
	"New York"	"36"	"2005"	"2005"	"35 years"	"35"	11127
	"New York"	"36"	"2005"	"2005"	"36 years"	"36"	9566
	"New York"	"36"	"2005"	"2005"	"37 years"	"37"	7806
	"New York"	"36"	"2005"	"2005"	"38 years"	"38"	6134
	"New York"	"36"	"2005"	"2005"	"39 years"	"39"	4884
	"New York"	"36"	"2005"	"2005"	"40 years"	"40"	3654
	"New York"	"36"	"2005"	"2005"	"41 years"	"41"	2637
	"New York"	"36"	"2005"	"2005"	"42 years"	"42"	1691
